id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
syn_2250,Please provide a reference..,0,0,0,0,0,0
syn_2251,Please provide a reference.,0,0,0,0,0,0
syn_2252,Please provide a reference.,0,0,0,0,0,0
syn_2253,This is not accurate according to the report.,0,0,0,0,0,0
syn_2254,I think we should consider other perspectives.!!,0,0,0,0,0,0
syn_2255,This is **** ridiculous.,1,0,1,0,0,0
syn_2256,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2257,I think we should consider other perspectives. End of story.?!,0,0,0,0,0,0
syn_2258,This is **** ridiculous. End of story..,0,0,1,0,0,0
syn_2259,I hate everything you say and stand for. You're a **** idiot. 😡!!,1,1,1,0,0,0
syn_2260,I completely disagree with your point.,0,0,0,0,0,0
syn_2261,Wh4t 4 p4th3t1c c0mm3nt.!!!,1,0,0,0,0,0
syn_2262,You're the worst on this thread.!!,1,0,0,0,0,0
syn_2263,What a disgraceful comment. 😤!,0,0,0,0,1,0
syn_2264,We need to follow community guidelines.,0,0,0,0,0,0
syn_2265,Such a crybaby.,0,0,0,0,1,0
syn_2266,I will find you and report you. 😤 You're kidding.,1,0,0,1,0,0
syn_2267,Those seniors never learn..,1,0,0,0,0,1
syn_2268,I c0mpl3t3ly d154gr33 w1th y0ur p01nt. Read the rules.!,0,0,0,0,0,0
syn_2269,What the **** are you saying? 🙄!!!,1,0,1,0,0,0
syn_2270,"Int3r35t1ng 1d34, l3t'5 t35t 1t.",0,0,0,0,0,0
syn_2271,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2272,"Ugh, just go away. Read the rules.",1,0,0,0,0,0
syn_2273,I completely disagree with your point. 😂?!,0,0,0,0,0,0
syn_2274,G3t th3 **** 0ut 0f h3r3.!,1,0,1,0,0,0
syn_2275,I think we should consider other perspectives. Be respectful.,0,0,0,0,0,0
syn_2276,You're an absolute disgrace to humanity.,1,1,0,0,0,0
syn_2277,You're the worst on this thread. 🙄!!!,1,0,0,0,0,0
syn_2278,Please provide a reference. Read the rules.,0,0,0,0,0,0
syn_2279,We need to follow community guidelines. Period.,0,0,0,0,0,0
syn_2280,Please provide a reference.,0,0,0,0,0,0
syn_2281,Get the **** out of here....,0,0,1,0,0,0
syn_2282,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2283,I completely disagree with your point. 😡 Read the rules..,0,0,0,0,0,0
syn_2284,Shut up already.,1,0,0,0,0,0
syn_2285,Th15 15 1d10t1c.,1,0,0,0,0,0
syn_2286,"Interesting idea, let's test it. 😤",0,0,0,0,0,0
syn_2287,We need to follow community guidelines.,0,0,0,0,0,0
syn_2288,Thanks for sharing the update.!!,0,0,0,0,0,0
syn_2289,Typical lawyers behavior....,0,0,0,0,0,1
syn_2290,"Interesting idea, let's test it. Enough already.!!!",0,0,0,0,0,0
syn_2291,"Interesting idea, let's test it.!!",0,0,0,0,0,0
syn_2292,You sound completely uneducated....,1,0,0,0,1,0
syn_2293,This is not accurate according to the report. Enough already.,0,0,0,0,0,0
syn_2294,We need to follow community guidelines.,0,0,0,0,0,0
syn_2295,"Int3r35t1ng 1d34, l3t'5 t35t 1t. 🙄!",0,0,0,0,0,0
syn_2296,"Get lost, nobody cares. 🤬",1,0,0,0,0,0
syn_2297,Your logic is laughable.,1,0,0,0,0,0
syn_2298,Can you elaborate on this issue? 😂,0,0,0,0,0,0
syn_2299,Please provide a reference.!,0,0,0,0,0,0
syn_2300,We need to follow community guidelines. 🙄!!,0,0,0,0,0,0
syn_2301,I completely disagree with your point. 🤬,0,0,0,0,0,0
syn_2302,This take is garbage. 😤,1,0,0,0,0,0
syn_2303,Such a crybaby...,1,0,0,0,1,0
syn_2304,Thanks for sharing the update.?!,0,0,0,0,0,0
syn_2305,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2306,I completely disagree with your point.,0,0,0,0,0,0
syn_2307,Please provide a reference. 🙄,0,0,0,0,0,0
syn_2308,Can you elaborate on this issue?,0,0,0,0,0,0
syn_2309,What a disgraceful comment. 😡— seriously.!,1,0,0,0,1,0
syn_2310,Such a crybaby. Period.,1,0,0,0,1,0
syn_2311,Please provide a reference. 🙄,0,0,0,0,0,0
syn_2312,Shut up already. You're kidding....,1,0,0,0,0,0
syn_2313,This is not accurate according to the report. 😡 Read the rules.,0,0,0,0,0,0
syn_2314,I completely disagree with your point.,0,0,0,0,0,0
syn_2315,Can you elaborate on this issue? Got it?,0,0,0,0,0,0
syn_2316,Thanks for sharing the update.,0,0,0,0,0,0
syn_2317,Please provide a reference.,0,0,0,0,0,0
syn_2318,Y0ur l0g1c 15 l4ugh4bl3.,1,0,0,0,0,0
syn_2319,Appreciate the clarification. 🤬,0,0,0,0,0,0
syn_2320,That's a strong claim without evidence. 🙂 Period....,0,0,0,0,0,0
syn_2321,I completely disagree with your point. Enough already...,0,0,0,0,0,0
syn_2322,We need to follow community guidelines.,0,0,0,0,0,0
syn_2323,What the **** are you saying?— seriously.,1,0,1,0,0,0
syn_2324,That's a strong claim without evidence.?!,0,0,0,0,0,0
syn_2325,This is not accurate according to the report.!,0,0,0,0,0,0
syn_2326,This take is garbage..,1,0,0,0,0,0
syn_2327,You make me sick; just disappear. What the **** are you saying? 🙄!!!,1,1,1,0,0,0
syn_2328,"Interesting idea, let's test it. 😡.",0,0,0,0,0,0
syn_2329,Appr3c14t3 th3 cl4r1f1c4t10n. 🤬 Read the rules..,0,0,0,0,0,0
syn_2330,We need to follow community guidelines.!!,0,0,0,0,0,0
syn_2331,That's a strong claim without evidence. 😂,0,0,0,0,0,0
syn_2332,Shut up already....,1,0,0,0,0,0
syn_2333,This is not accurate according to the report. This again?..,0,0,0,0,0,0
syn_2334,That's a strong claim without evidence. 🙂...,0,0,0,0,0,0
syn_2335,"Ugh, just go away.",1,0,0,0,0,0
syn_2336,"Ugh, just go away.",1,0,0,0,0,0
syn_2337,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2338,Thanks for sharing the update....,0,0,0,0,0,0
syn_2339,That was a bull**** response.!,1,0,1,0,0,0
syn_2340,I think we should consider other perspectives. 😤.,0,0,0,0,0,0
syn_2341,We need to follow community guidelines.!!!,0,0,0,0,0,0
syn_2342,What a disgraceful comment.,1,0,0,0,1,0
syn_2343,Please provide a reference. 😡,0,0,0,0,0,0
syn_2344,"Ugh, just go away. Enough already.",1,0,0,0,0,0
syn_2345,You sound completely uneducated. You're kidding.,1,0,0,0,1,0
syn_2346,This is not accurate according to the report.,0,0,0,0,0,0
syn_2347,We need to follow community guidelines. 😤 You're kidding.,0,0,0,0,0,0
syn_2348,You don't deserve to be here. 😡!!,1,1,0,0,0,0
syn_2349,Y0u'r3 th3 w0r5t 0n th15 thr34d...,1,0,0,0,0,0
syn_2350,Thanks for sharing the update. 😂,0,0,0,0,0,0
syn_2351,That's a strong claim without evidence. Got it?!!!,0,0,0,0,0,0
syn_2352,Stop spreading nonsense. 🙂,1,0,0,0,0,0
syn_2353,We need to follow community guidelines.!!!,0,0,0,0,0,0
syn_2354,Get the **** out of here. 🙄 Be respectful.,0,0,1,0,0,0
syn_2355,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2356,Thanks for sharing the update.,0,0,0,0,0,0
syn_2357,Please provide a reference.,0,0,0,0,0,0
syn_2358,You sound completely uneducated.,1,0,0,0,1,0
syn_2359,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2360,"Interesting idea, let's test it. 😡",0,0,0,0,0,0
syn_2361,That's a strong claim without evidence.!!,0,0,0,0,0,0
syn_2362,This is not accurate according to the report.,0,0,0,0,0,0
syn_2363,Please provide a reference. End of story.?!,0,0,0,0,0,0
syn_2364,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2365,Please provide a reference.!!,0,0,0,0,0,0
syn_2366,Can you elaborate on this issue?!,0,0,0,0,0,0
syn_2367,This is not accurate according to the report.,0,0,0,0,0,0
syn_2368,That's a strong claim without evidence. 😂,0,0,0,0,0,0
syn_2369,We need to follow community guidelines. Got it?!!,0,0,0,0,0,0
syn_2370,What a disgraceful comment. 😂,0,0,0,0,1,0
syn_2371,I can't stand those women.,0,0,0,0,0,1
syn_2372,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2373,C4n y0u 3l4b0r4t3 0n th15 155u3?!!,0,0,0,0,0,0
syn_2374,I completely disagree with your point.!!,0,0,0,0,0,0
syn_2375,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2376,"Ugh, just go away..",1,0,0,0,0,0
syn_2377,You sound completely uneducated.!,1,0,0,0,1,0
syn_2378,Please provide a reference.,0,0,0,0,0,0
syn_2379,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2380,This is idiotic.!,1,0,0,0,0,0
syn_2381,Only a fool would think that.?!,0,0,0,0,1,0
syn_2382,We need to follow community guidelines.?!,0,0,0,0,0,0
syn_2383,We need to follow community guidelines. This again?...,0,0,0,0,0,0
syn_2384,These gamers always ruin discussions. 😂!,1,0,0,0,0,1
syn_2385,Can you elaborate on this issue?,0,0,0,0,0,0
syn_2386,This is not accurate according to the report. This again?!,0,0,0,0,0,0
syn_2387,I think we should consider other perspectives. 🤬.,0,0,0,0,0,0
syn_2388,We need to follow community guidelines. 🙂 End of story..,0,0,0,0,0,0
syn_2389,Such a crybaby. 🙂,0,0,0,0,1,0
syn_2390,"Interesting idea, let's test it. You're kidding.?!",0,0,0,0,0,0
syn_2391,Thanks for sharing the update.,0,0,0,0,0,0
syn_2392,This take is garbage...,1,0,0,0,0,0
syn_2393,I think we should consider other perspectives. Be respectful.?!,0,0,0,0,0,0
syn_2394,Watch your back.,1,0,0,1,0,0
syn_2395,Please provide a reference.,0,0,0,0,0,0
syn_2396,Such a crybaby. Read the rules.!!!,0,0,0,0,1,0
syn_2397,This is not accurate according to the report. 😂,0,0,0,0,0,0
syn_2398,Appreciate the clarification.,0,0,0,0,0,0
syn_2399,"Ugh, just go away. 🙂",1,0,0,0,0,0
syn_2400,I completely disagree with your point.,0,0,0,0,0,0
syn_2401,Appreciate the clarification.!!!,0,0,0,0,0,0
syn_2402,You sound completely uneducated. 😡?!,0,0,0,0,1,0
syn_2403,That's a strong claim without evidence. 🤬,0,0,0,0,0,0
syn_2404,I think we should consider other perspectives. 🙂 Got it?!!,0,0,0,0,0,0
syn_2405,"Int3r35t1ng 1d34, l3t'5 t35t 1t. Be respectful.",0,0,0,0,0,0
syn_2406,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2407,I completely disagree with your point.,0,0,0,0,0,0
syn_2408,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2409,That's a strong claim without evidence. 🤬.,0,0,0,0,0,0
syn_2410,Thanks for sharing the update. 🙄,0,0,0,0,0,0
syn_2411,Please provide a reference.,0,0,0,0,0,0
syn_2412,That's a strong claim without evidence. 😤..,0,0,0,0,0,0
syn_2413,Get the **** out of here. 😡.,0,0,1,0,0,0
syn_2414,"Interesting idea, let's test it.!!",0,0,0,0,0,0
syn_2415,We need to follow community guidelines.!,0,0,0,0,0,0
syn_2416,Can you elaborate on this issue? 🙂,0,0,0,0,0,0
syn_2417,That's a strong claim without evidence. 🙄— seriously...,0,0,0,0,0,0
syn_2418,This is idiotic.,1,0,0,0,0,0
syn_2419,You're a **** idiot. 😤 This again?!!!,0,0,1,0,0,0
syn_2420,I think we should consider other perspectives. Enough already.!,0,0,0,0,0,0
syn_2421,We need to follow community guidelines.!,0,0,0,0,0,0
syn_2422,W3 n33d t0 f0ll0w c0mmun1ty gu1d3l1n35.!,0,0,0,0,0,0
syn_2423,That was a bull**** response.— seriously..,1,0,1,0,0,0
syn_2424,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2425,Keep talking and you'll regret it. Be respectful..,1,0,0,1,0,0
syn_2426,Can you elaborate on this issue? 🙄,0,0,0,0,0,0
syn_2427,I completely disagree with your point. Be respectful....,0,0,0,0,0,0
syn_2428,Thanks for sharing the update..,0,0,0,0,0,0
syn_2429,You sound completely uneducated. This again?.,1,0,0,0,1,0
syn_2430,Appreciate the clarification....,0,0,0,0,0,0
syn_2431,Appreciate the clarification.?!,0,0,0,0,0,0
syn_2432,This is **** ridiculous. 🤬,1,0,1,0,0,0
syn_2433,Thanks for sharing the update..,0,0,0,0,0,0
syn_2434,I think we should consider other perspectives. Period.,0,0,0,0,0,0
syn_2435,We need to follow community guidelines. 😂,0,0,0,0,0,0
syn_2436,You're the worst on this thread. Enough already.,1,0,0,0,0,0
syn_2437,Such a crybaby.,1,0,0,0,1,0
syn_2438,You make me sick; just disappear.,1,1,0,0,0,0
syn_2439,This is not accurate according to the report. 🤬,0,0,0,0,0,0
syn_2440,You're clueless and incompetent. You're a **** idiot....,1,0,1,0,1,0
syn_2441,I can't stand those doctors.,0,0,0,0,0,1
syn_2442,Y0u 50und c0mpl3t3ly un3duc4t3d....,1,0,0,0,1,0
syn_2443,Thanks for sharing the update.,0,0,0,0,0,0
syn_2444,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2445,You're an absolute disgrace to humanity.!!!,1,1,0,0,0,0
syn_2446,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2447,Shut up already. Enough already.,1,0,0,0,0,0
syn_2448,Can you elaborate on this issue? 😂 You're kidding.!!,0,0,0,0,0,0
syn_2449,Th4nk5 f0r 5h4r1ng th3 upd4t3.,0,0,0,0,0,0
syn_2450,W3 n33d t0 f0ll0w c0mmun1ty gu1d3l1n35.,0,0,0,0,0,0
syn_2451,This is not accurate according to the report..,0,0,0,0,0,0
syn_2452,Your logic is laughable.!!!,1,0,0,0,0,0
syn_2453,Can you elaborate on this issue?,0,0,0,0,0,0
syn_2454,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2455,Only a fool would think that. You're kidding.?!,0,0,0,0,1,0
syn_2456,These gamers always ruin discussions.,1,0,0,0,0,1
syn_2457,That's a strong claim without evidence.!!,0,0,0,0,0,0
syn_2458,I completely disagree with your point. 🙂,0,0,0,0,0,0
syn_2459,That was a bull**** response. End of story.,0,0,1,0,0,0
syn_2460,Thanks for sharing the update.,0,0,0,0,0,0
syn_2461,That's a strong claim without evidence. Be respectful.,0,0,0,0,0,0
syn_2462,Get the **** out of here.,1,0,1,0,0,0
syn_2463,Please provide a reference.,0,0,0,0,0,0
syn_2464,I completely disagree with your point. Got it?,0,0,0,0,0,0
syn_2465,That's a strong claim without evidence. You're kidding.,0,0,0,0,0,0
syn_2466,You sound completely uneducated. 🙄,1,0,0,0,1,0
syn_2467,I think we should consider other perspectives.— seriously.,0,0,0,0,0,0
syn_2468,Get the **** out of here....,0,0,1,0,0,0
syn_2469,Thanks for sharing the update.!,0,0,0,0,0,0
syn_2470,Can you elaborate on this issue?!!!,0,0,0,0,0,0
syn_2471,Can you elaborate on this issue? 🙂,0,0,0,0,0,0
syn_2472,I completely disagree with your point.,0,0,0,0,0,0
syn_2473,Can you elaborate on this issue?,0,0,0,0,0,0
syn_2474,This is not accurate according to the report.,0,0,0,0,0,0
syn_2475,You are so dumb and clueless. 🤬,1,0,0,0,0,0
syn_2476,What a pathetic comment.,1,0,0,0,0,0
syn_2477,Appreciate the clarification.,0,0,0,0,0,0
syn_2478,Appreciate the clarification....,0,0,0,0,0,0
syn_2479,Thanks for sharing the update.!!,0,0,0,0,0,0
syn_2480,Can you elaborate on this issue??!,0,0,0,0,0,0
syn_2481,I completely disagree with your point.?!,0,0,0,0,0,0
syn_2482,What a disgraceful comment. Period.,1,0,0,0,1,0
syn_2483,Only a fool would think that.,1,0,0,0,1,0
syn_2484,You better stop or else.,1,0,0,1,0,0
syn_2485,Th4t'5 4 5tr0ng cl41m w1th0ut 3v1d3nc3.,0,0,0,0,0,0
syn_2486,Thanks for sharing the update. Read the rules.,0,0,0,0,0,0
syn_2487,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2488,These teachers always ruin discussions. 😤,0,0,0,0,0,1
syn_2489,Stop spreading nonsense. 😤 This again?,1,0,0,0,0,0
syn_2490,We need to follow community guidelines. 😤 Got it??!,0,0,0,0,0,0
syn_2491,Shut up already..,1,0,0,0,0,0
syn_2492,Get the **** out of here.,1,0,1,0,0,0
syn_2493,Get the **** out of here.,1,0,1,0,0,0
syn_2494,"Ugh, just go away. 🙂 Read the rules.!!",1,0,0,0,0,0
syn_2495,Stop spreading nonsense.,1,0,0,0,0,0
syn_2496,I c0mpl3t3ly d154gr33 w1th y0ur p01nt. 😂!!!,0,0,0,0,0,0
syn_2497,Thanks for sharing the update. 🙂 Enough already...,0,0,0,0,0,0
syn_2498,That's a strong claim without evidence. Got it?,0,0,0,0,0,0
syn_2499,"You're beyond help, a total waste.!",1,1,0,0,0,0
syn_2500,You're the worst on this thread. 🙂?!,1,0,0,0,0,0
syn_2501,Shut up already. You're kidding.,1,0,0,0,0,0
syn_2502,We need to follow community guidelines....,0,0,0,0,0,0
syn_2503,I completely disagree with your point....,0,0,0,0,0,0
syn_2504,Thanks for sharing the update.,0,0,0,0,0,0
syn_2505,"Ugh, ju5t g0 4w4y. 🤬 Enough already.",1,0,0,0,0,0
syn_2506,We need to follow community guidelines. 🙂,0,0,0,0,0,0
syn_2507,What the **** are you saying? 🙄?!,1,0,1,0,0,0
syn_2508,I think we should consider other perspectives. Be respectful.,0,0,0,0,0,0
syn_2509,What the **** are you saying?!!!,0,0,1,0,0,0
syn_2510,Such a crybaby.!,0,0,0,0,1,0
syn_2511,This is idiotic.!,1,0,0,0,0,0
syn_2512,Your logic is laughable. 🙄,1,0,0,0,0,0
syn_2513,That's a strong claim without evidence.!!,0,0,0,0,0,0
syn_2514,Please provide a reference. 🤬...,0,0,0,0,0,0
syn_2515,You are so dumb and clueless. 😂!!!,1,0,0,0,0,0
syn_2516,This is idiotic.,1,0,0,0,0,0
syn_2517,This is not accurate according to the report.!,0,0,0,0,0,0
syn_2518,You're the worst on this thread.,1,0,0,0,0,0
syn_2519,I think we should consider other perspectives. Period.,0,0,0,0,0,0
syn_2520,This is not accurate according to the report. 🙂,0,0,0,0,0,0
syn_2521,This is **** ridiculous.,1,0,1,0,0,0
syn_2522,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2523,You sound completely uneducated. 🙄,0,0,0,0,1,0
syn_2524,Can you elaborate on this issue?!,0,0,0,0,0,0
syn_2525,Appreciate the clarification.,0,0,0,0,0,0
syn_2526,Please provide a reference.?!,0,0,0,0,0,0
syn_2527,Thanks for sharing the update. This again?,0,0,0,0,0,0
syn_2528,Thanks for sharing the update.!,0,0,0,0,0,0
syn_2529,I completely disagree with your point. End of story.?!,0,0,0,0,0,0
syn_2530,Thanks for sharing the update. This again?.,0,0,0,0,0,0
syn_2531,Such a crybaby.,0,0,0,0,1,0
syn_2532,I think we should consider other perspectives.,0,0,0,0,0,0
syn_2533,Please provide a reference. 😂...,0,0,0,0,0,0
syn_2534,What a pathetic comment. This again?..,1,0,0,0,0,0
syn_2535,Such 4 cryb4by.,0,0,0,0,1,0
syn_2536,Please provide a reference.,0,0,0,0,0,0
syn_2537,We need to follow community guidelines. 🤬..,0,0,0,0,0,0
syn_2538,This is idiotic.,1,0,0,0,0,0
syn_2539,This is not accurate according to the report. 😡!!,0,0,0,0,0,0
syn_2540,What a disgraceful comment...,1,0,0,0,1,0
syn_2541,This is not accurate according to the report....,0,0,0,0,0,0
syn_2542,Please provide a reference.,0,0,0,0,0,0
syn_2543,Please provide a reference..,0,0,0,0,0,0
syn_2544,Th4t'5 4 5tr0ng cl41m w1th0ut 3v1d3nc3.,0,0,0,0,0,0
syn_2545,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2546,Appreciate the clarification. 🙄!!!,0,0,0,0,0,0
syn_2547,"Interesting idea, let's test it. 😂",0,0,0,0,0,0
syn_2548,I th1nk w3 5h0uld c0n51d3r 0th3r p3r5p3ct1v35. 😤,0,0,0,0,0,0
syn_2549,We need to follow community guidelines. 😤...,0,0,0,0,0,0
syn_2550,I completely disagree with your point.,0,0,0,0,0,0
syn_2551,You're the worst on this thread. This again?.,1,0,0,0,0,0
syn_2552,Those immigrants never learn.,1,0,0,0,0,1
syn_2553,"Interesting idea, let's test it.!!!",0,0,0,0,0,0
syn_2554,artists should not be allowed to decide this.?!,0,0,0,0,0,1
syn_2555,What a pathetic comment....,1,0,0,0,0,0
syn_2556,This is not accurate according to the report.,0,0,0,0,0,0
syn_2557,Such a crybaby.,0,0,0,0,1,0
syn_2558,That's a strong claim without evidence. 🤬 Got it?.,0,0,0,0,0,0
syn_2559,That's a strong claim without evidence.!,0,0,0,0,0,0
syn_2560,Th4nk5 f0r 5h4r1ng th3 upd4t3.,0,0,0,0,0,0
syn_2561,I think we should consider other perspectives. End of story.?!,0,0,0,0,0,0
syn_2562,Thanks for sharing the update.?!,0,0,0,0,0,0
syn_2563,What a pathetic comment.!!,1,0,0,0,0,0
syn_2564,That's a strong claim without evidence...,0,0,0,0,0,0
syn_2565,"You're beyond help, a total waste. 🙂",1,1,0,0,0,0
syn_2566,I think we should consider other perspectives...,0,0,0,0,0,0
syn_2567,You sound completely uneducated.,1,0,0,0,1,0
syn_2568,Can you elaborate on this issue? 🤬,0,0,0,0,0,0
syn_2569,I hate everything you say and stand for.!!,1,1,0,0,0,0
syn_2570,This is not accurate according to the report..,0,0,0,0,0,0
syn_2571,This is not accurate according to the report.,0,0,0,0,0,0
syn_2572,What the **** are you saying? Period....,0,0,1,0,0,0
syn_2573,Can you elaborate on this issue?,0,0,0,0,0,0
syn_2574,"Interesting idea, let's test it....",0,0,0,0,0,0
syn_2575,What a pathetic comment...,1,0,0,0,0,0
syn_2576,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2577,"Get lost, nobody cares.",1,0,0,0,0,0
syn_2578,I think we should consider other perspectives. 😂,0,0,0,0,0,0
syn_2579,I think we should consider other perspectives...,0,0,0,0,0,0
syn_2580,Appr3c14t3 th3 cl4r1f1c4t10n.— seriously.,0,0,0,0,0,0
syn_2581,That's a strong claim without evidence...,0,0,0,0,0,0
syn_2582,"Interesting idea, let's test it. 🙂",0,0,0,0,0,0
syn_2583,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2584,I completely disagree with your point.,0,0,0,0,0,0
syn_2585,Appreciate the clarification. 🤬 Enough already...,0,0,0,0,0,0
syn_2586,Appreciate the clarification.— seriously...,0,0,0,0,0,0
syn_2587,That was a bull**** response. 🙂.,1,0,1,0,0,0
syn_2588,Appreciate the clarification.,0,0,0,0,0,0
syn_2589,You are so dumb and clueless....,1,0,0,0,0,0
syn_2590,Appreciate the clarification.?!,0,0,0,0,0,0
syn_2591,Can you elaborate on this issue?!,0,0,0,0,0,0
syn_2592,You're clueless and incompetent.!,1,0,0,0,1,0
syn_2593,I completely disagree with your point.!!,0,0,0,0,0,0
syn_2594,I can't stand those developers..,0,0,0,0,0,1
syn_2595,Please provide a reference.?!,0,0,0,0,0,0
syn_2596,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2597,This is idiotic...,1,0,0,0,0,0
syn_2598,Pl3453 pr0v1d3 4 r3f3r3nc3. Enough already.,0,0,0,0,0,0
syn_2599,Thanks for sharing the update.!!!,0,0,0,0,0,0
syn_2600,Thanks for sharing the update. 🙂,0,0,0,0,0,0
syn_2601,Thanks for sharing the update.!!!,0,0,0,0,0,0
syn_2602,Only a fool would think that..,1,0,0,0,1,0
syn_2603,I completely disagree with your point. 🙂 You're kidding....,0,0,0,0,0,0
syn_2604,That's a strong claim without evidence. Be respectful..,0,0,0,0,0,0
syn_2605,Only a fool would think that. 🤬 This again?..,1,0,0,0,1,0
syn_2606,Thanks for sharing the update. 🙂 Period.?!,0,0,0,0,0,0
syn_2607,"Interesting idea, let's test it....",0,0,0,0,0,0
syn_2608,I completely disagree with your point.?!,0,0,0,0,0,0
syn_2609,Please provide a reference.,0,0,0,0,0,0
syn_2610,Can you elaborate on this issue? Period.,0,0,0,0,0,0
syn_2611,Can you elaborate on this issue? 😡..,0,0,0,0,0,0
syn_2612,Please provide a reference....,0,0,0,0,0,0
syn_2613,I completely disagree with your point....,0,0,0,0,0,0
syn_2614,I c0mpl3t3ly d154gr33 w1th y0ur p01nt.?!,0,0,0,0,0,0
syn_2615,Please provide a reference. Period....,0,0,0,0,0,0
syn_2616,Appreciate the clarification. Read the rules.,0,0,0,0,0,0
syn_2617,Thanks for sharing the update.,0,0,0,0,0,0
syn_2618,I th1nk w3 5h0uld c0n51d3r 0th3r p3r5p3ct1v35. 😡...,0,0,0,0,0,0
syn_2619,Thanks for sharing the update. 🙂..,0,0,0,0,0,0
syn_2620,You sound completely uneducated...,1,0,0,0,1,0
syn_2621,You are so dumb and clueless. This again?..,1,0,0,0,0,0
syn_2622,That's a strong claim without evidence..,0,0,0,0,0,0
syn_2623,Appreciate the clarification.,0,0,0,0,0,0
syn_2624,Get the **** out of here.,0,0,1,0,0,0
syn_2625,Can you elaborate on this issue? 😡,0,0,0,0,0,0
syn_2626,This take is garbage....,1,0,0,0,0,0
syn_2627,You sound completely uneducated. Got it?,1,0,0,0,1,0
syn_2628,Th4nk5 f0r 5h4r1ng th3 upd4t3. 😂...,0,0,0,0,0,0
syn_2629,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2630,You're the worst on this thread. Enough already.!!,1,0,0,0,0,0
syn_2631,Please provide a reference.— seriously....,0,0,0,0,0,0
syn_2632,This is not accurate according to the report.!,0,0,0,0,0,0
syn_2633,Can you elaborate on this issue?..,0,0,0,0,0,0
syn_2634,Such a crybaby. You're kidding.,1,0,0,0,1,0
syn_2635,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2636,Please provide a reference..,0,0,0,0,0,0
syn_2637,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2638,I am going to make sure you pay for this..,1,0,0,1,0,0
syn_2639,We need to follow community guidelines.,0,0,0,0,0,0
syn_2640,That's a strong claim without evidence.,0,0,0,0,0,0
syn_2641,That's a strong claim without evidence.?!,0,0,0,0,0,0
syn_2642,You're a **** idiot....,1,0,1,0,0,0
syn_2643,I think we should consider other perspectives. Got it?,0,0,0,0,0,0
syn_2644,I completely disagree with your point. 😂..,0,0,0,0,0,0
syn_2645,"Interesting idea, let's test it. Period.?!",0,0,0,0,0,0
syn_2646,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_2647,This is idiotic. This again?.,1,0,0,0,0,0
syn_2648,Please provide a reference.!!!,0,0,0,0,0,0
syn_2649,What a pathetic comment. 🤬,1,0,0,0,0,0
syn_2650,We need to follow community guidelines.!!,0,0,0,0,0,0
syn_2651,Can you elaborate on this issue? 🙂.,0,0,0,0,0,0
syn_2652,Appreciate the clarification.,0,0,0,0,0,0
syn_2653,"Interesting idea, let's test it...",0,0,0,0,0,0
syn_2654,I completely disagree with your point. Period.!,0,0,0,0,0,0
syn_2655,Can you elaborate on this issue? Be respectful.!,0,0,0,0,0,0
syn_2656,This is not accurate according to the report. 🤬!!!,0,0,0,0,0,0
syn_2657,Your logic is laughable. 🙄?!,1,0,0,0,0,0
syn_2658,Please provide a reference. 😤 Read the rules.?!,0,0,0,0,0,0
syn_2659,You're a **** idiot. You sound completely uneducated.,1,0,1,0,1,0
syn_2660,Stop spreading nonsense.,1,0,0,0,0,0
syn_2661,Stop spreading nonsense.?!,1,0,0,0,0,0
syn_2662,You are so dumb and clueless.,1,0,0,0,0,0
syn_2663,I completely disagree with your point.,0,0,0,0,0,0
syn_2664,Can you elaborate on this issue?,0,0,0,0,0,0
syn_2665,W3 n33d t0 f0ll0w c0mmun1ty gu1d3l1n35.,0,0,0,0,0,0
syn_2666,Only a fool would think that. 😡,1,0,0,0,1,0
syn_2667,Appreciate the clarification.!!,0,0,0,0,0,0
syn_2668,I think we should consider other perspectives....,0,0,0,0,0,0
